,SO2,CO,PM10,NO2,O3,PM2.5
2023-02-17 02:00:00,20.2223529411765,399.198235294118,,16.236862745098,13.3292156862745,
2023-02-17 03:00:00,17.2117857142857,347.373392857143,,14.0816071428571,15.0221428571429,
2023-02-17 04:00:00,15.6584126984127,345.260634920635,,16.8215873015873,18.3395238095238,
2023-02-17 05:00:00,16.1228333333333,361.186166666667,,16.1033333333333,16.2593333333333,
2023-02-17 06:00:00,17.4575925925926,377.411666666667,,25.3087037037037,14.1746296296296,
2023-02-17 07:00:00,17.6615789473684,338.886315789474,,27.2915789473684,15.0043859649123,
2023-02-17 08:00:00,13.3338596491228,291.950175438597,,25.87,14.8270175438597,
2023-02-17 09:00:00,14.2298181818182,302.723818181818,,26.5429090909091,13.2925454545455,
2023-02-17 10:00:00,16.2121276595745,371.176808510638,,26.5597872340426,11.006170212766,
2023-02-17 11:00:00,16.3564583333333,357.634166666667,,25.154375,10.755,
2023-02-17 12:00:00,14.0008,253.2576,,23.979,10.5674,
2023-02-17 13:00:00,13.3194827586207,249.505172413793,,27.0813793103448,9.99689655172414,
2023-02-17 14:00:00,12.151186440678,222.440508474576,,28.1206779661017,8.01847457627118,
2023-02-17 15:00:00,13.4285,218.7815,,25.2483333333333,11.3825,
2023-02-17 16:00:00,15.4273015873016,223.611904761905,,24.4815873015873,9.43031746031746,
2023-02-17 17:00:00,16.3060317460317,234.422380952381,,23.0866666666667,8.65873015873016,
2023-02-17 18:00:00,14.0835384615385,223.978769230769,,22.4067692307692,8.50261538461538,
2023-02-17 19:00:00,10.6084210526316,227.329122807018,,23.8657894736842,14.0115789473684,
2023-02-17 20:00:00,6.75546875,174.76625,,20.93015625,16.9378125,
2023-02-17 21:00:00,9.59383333333333,163.881333333333,,20.4613333333333,14.5678333333333,
2023-02-17 22:00:00,14.2842372881356,197.974237288136,,18.1481355932203,12.0569491525424,
2023-02-17 23:00:00,18.85,252.149642857143,,15.8664285714286,8.00803571428572,
2023-02-18 00:00:00,16.9071666666667,323.311833333333,,19.7901666666667,10.753,
2023-02-18 01:00:00,19.7108,317.7164,,23.52,12.1752,
2023-02-18 02:00:00,23.498,262.2115,,9.22466666666666,10.739,
2023-02-18 03:00:00,23.1522950819672,282.036885245902,,7.46393442622951,10.8811475409836,
2023-02-18 04:00:00,14.6643333333333,342.4985,,16.8613333333333,19.3525,
2023-02-18 05:00:00,9.81796296296296,357.520555555555,,30.47,24.4298148148148,
2023-02-18 06:00:00,18.0805263157895,336.913684210526,,26.7375438596491,16.3984210526316,
2023-02-18 07:00:00,22.5116363636364,285.872909090909,,13.1070909090909,10.0874545454546,
2023-02-18 08:00:00,21.658275862069,430.527758620689,,24.5613793103448,14.7262068965517,
2023-02-18 09:00:00,18.4432,429.7586,,29.4152,14.2444,
2023-02-18 10:00:00,19.4427777777778,401.503055555556,,29.8541666666667,12.6302777777778,
2023-02-18 11:00:00,18.7975675675676,368.046216216216,,25.9691891891892,11.5581081081081,
2023-02-18 12:00:00,20.945,519.012727272727,,32.7313636363636,8.53568181818182,
2023-02-18 13:00:00,15.0981355932203,386.510847457627,,28.7257627118644,11.6377966101695,
2023-02-18 14:00:00,12.2198461538462,246.996153846154,,25.0353846153846,12.6581538461539,
2023-02-18 15:00:00,11.0401724137931,232.099310344828,,23.4943103448276,14.7825862068966,
2023-02-18 16:00:00,9.92432835820895,232.039402985075,,25.0317910447761,14.660447761194,
2023-02-18 17:00:00,10.9434920634921,222.438571428572,,25.0911111111111,14.3280952380952,
2023-02-18 18:00:00,8.80596774193548,205.894516129032,,24.1558064516129,15.0948387096774,
2023-02-18 19:00:00,9.343125,204.1303125,,24.8778125,14.2709375,
2023-02-18 20:00:00,9.71322033898305,214.475762711864,,24.424406779661,13.7147457627119,
2023-02-18 21:00:00,11.1601612903226,207.73564516129,,23.0924193548387,12.8975806451613,
2023-02-18 22:00:00,14.4796153846154,228.263653846154,,20.6209615384615,9.31115384615384,
2023-02-18 23:00:00,15.369649122807,251.083333333333,,16.6277192982456,7.34964912280701,
2023-02-19 00:00:00,15.9970175438597,258.806666666667,,15.9280701754386,7.53578947368421,
2023-02-19 01:00:00,13.9270909090909,249.142727272727,,12.66,9.92018181818182,
2023-02-19 02:00:00,14.3515789473684,268.338070175439,,11.0580701754386,12.0624561403509,
2023-02-19 03:00:00,14.5689473684211,284.880877192982,,11.8242105263158,13.3387719298246,
2023-02-19 04:00:00,13.8407142857143,313.364642857143,,12.6542857142857,17.5546428571429,
2023-02-19 05:00:00,16.6836206896552,312.266379310345,,9.59517241379311,16.6981034482759,
2023-02-19 06:00:00,11.29,334.079230769231,,26.0823076923077,20.4305769230769,
2023-02-19 07:00:00,9.209,302.661166666667,,37.2315,20.9376666666667,
2023-02-19 08:00:00,13.159,319.0464,,34.5904,15.055,
2023-02-19 09:00:00,17.075,342.802037037037,,30.78,11.8261111111111,
2023-02-19 10:00:00,11.5435416666667,275.851458333333,,28.1783333333333,12.420625,
2023-02-19 11:00:00,9.4154347826087,227.314347826087,,26.2315217391304,12.7473913043478,
2023-02-19 12:00:00,11.89,252.337755102041,,25.0428571428571,11.2383673469388,
2023-02-19 13:00:00,11.0651785714286,199.75875,,24.4578571428571,12.3658928571429,
2023-02-19 14:00:00,11.3351724137931,188.407413793103,,22.8725862068966,9.99206896551725,
2023-02-19 15:00:00,11.4496610169492,194.270508474576,,21.7189830508475,9.81355932203389,
2023-02-19 16:00:00,11.86640625,191.85765625,,22.1559375,10.5078125,
2023-02-19 17:00:00,12.5724615384615,189.868615384615,,21.7195384615385,8.61415384615385,
2023-02-19 18:00:00,11.87725,188.38075,,21.58825,9.57575,
2023-02-19 19:00:00,7.98411764705882,211.02431372549,,23.7003921568627,14.6098039215686,
2023-02-19 20:00:00,8.01338983050847,185.302203389831,,22.9896610169491,13.6347457627119,
2023-02-19 21:00:00,10.3348936170213,200.620425531915,,22.0651063829787,11.4240425531915,
2023-02-19 22:00:00,13.8058928571429,265.408571428572,,24.0173214285714,9.9625,
2023-02-19 23:00:00,17.4432142857143,300.65,,20.4839285714286,8.27875,
2023-02-20 00:00:00,18.4279069767442,320.718604651163,,18.0893023255814,7.68232558139535,
2023-02-20 01:00:00,21.2688888888889,349.936296296296,,15.8340740740741,9.43555555555555,
2023-02-20 02:00:00,19.6181355932203,316.938305084746,,11.3738983050848,11.9247457627119,
2023-02-20 03:00:00,19.3743636363636,319.021090909091,,11.5478181818182,12.0205454545455,
2023-02-20 04:00:00,19.0503846153846,311.563269230769,,9.2975,12.7788461538462,
2023-02-20 05:00:00,17.3055263157895,349.841578947369,,15.531052631579,13.9363157894737,
2023-02-20 06:00:00,19.5948,389.3438,,25.124,14.9706,
2023-02-20 07:00:00,20.7374074074074,383.477777777778,,27.2855555555556,14.2459259259259,
2023-02-20 08:00:00,16.9257407407407,351.579259259259,,27.6094444444445,13.6857407407407,
2023-02-20 09:00:00,15.1429166666667,371.444791666667,,32.41125,10.418125,
2023-02-20 10:00:00,13.4963888888889,306.483888888889,,27.7111111111111,13.5658333333333,
2023-02-20 11:00:00,15.649375,335.521875,,26.4225,10.69125,
2023-02-20 12:00:00,14.7145945945946,303.060540540541,,24.8627027027027,10.0656756756757,
2023-02-20 13:00:00,12.2040740740741,267.786666666667,,23.9005555555556,12.0212962962963,
2023-02-20 14:00:00,11.8965454545455,263.943636363636,,24.5027272727273,12.4452727272727,
2023-02-20 15:00:00,11.6998113207547,268.821320754717,,25.6518867924528,11.1449056603774,
2023-02-20 16:00:00,13.1174137931035,291.926896551724,,26.7970689655172,10.9006896551724,
2023-02-20 17:00:00,12.5265573770492,248.724426229508,,23.5411475409836,12.1152459016394,
2023-02-20 18:00:00,13.3135714285714,252.431607142857,,24.3821428571429,12.0483928571429,
2023-02-20 19:00:00,12.3778947368421,242.410526315789,,24.1171929824562,12.3317543859649,
2023-02-20 20:00:00,13.0707272727273,251.770181818182,,23.4356363636364,11.3052727272727,
2023-02-20 21:00:00,14.3762068965517,230.427068965517,,20.961724137931,11.0541379310345,
2023-02-20 22:00:00,15.7136,253.2022,,20.0684,8.8722,
2023-02-20 23:00:00,18.1653333333333,293.393166666667,,16.5326666666667,7.53733333333333,
2023-02-21 00:00:00,22.762037037037,566.318703703704,,24.195,5.64981481481481,
2023-02-21 01:00:00,12.7590909090909,281.624909090909,,23.654,12.6076363636364,
2023-02-21 02:00:00,16.6575,291.885714285714,,24.2932142857143,11.21125,
2023-02-21 03:00:00,20.1759259259259,274.213333333333,,17.3351851851852,6.66759259259259,
2023-02-21 04:00:00,18.5994339622642,281.334339622642,,13.5996226415094,7.10811320754717,
2023-02-21 05:00:00,16.7262,304.9456,,15.5986,10.4818,
2023-02-21 06:00:00,11.37,299.545660377358,,22.0347169811321,15.4688679245283,
2023-02-21 07:00:00,11.8788,292.0204,,24.6616,13.0696,
2023-02-21 08:00:00,10.3479487179487,269.592820512821,,22.8474358974359,14.2402564102564,
2023-02-21 09:00:00,9.77631578947368,273.385,,23.1952631578947,14.8805263157895,
2023-02-21 10:00:00,11.1768421052632,276.927894736842,,23.4205263157895,13.6686842105263,
2023-02-21 11:00:00,10.40125,254.628333333333,,25.27,12.5841666666667,
2023-02-21 12:00:00,11.0892857142857,215.164285714286,,26.1742857142857,11.7628571428571,
2023-02-21 13:00:00,11.485,183.759285714286,,24.315,12.3328571428571,
2023-02-21 14:00:00,9.93428571428571,194.752142857143,,23.6364285714286,13.2192857142857,
2023-02-21 15:00:00,10.5544117647059,215.733235294118,,20.0447058823529,12.3997058823529,
2023-02-21 16:00:00,11.8546666666667,223.516833333333,,22.5988333333333,11.5473333333333,
2023-02-21 17:00:00,11.9768965517241,227.491206896552,,21.7427586206897,11.5858620689655,
2023-02-21 18:00:00,10.3993220338983,218.673728813559,,20.3505084745763,12.1798305084746,
2023-02-21 19:00:00,10.1524137931035,207.948448275862,,21.6301724137931,12.5174137931035,
2023-02-21 20:00:00,8.93877192982457,180.504035087719,,23.2577192982456,12.1917543859649,
2023-02-21 21:00:00,9.5121052631579,183.404210526316,,21.4922807017544,12.1201754385965,
2023-02-21 22:00:00,14.4133333333333,211.64537037037,,19.2474074074074,9.08555555555556,
2023-02-21 23:00:00,15.1328571428572,225.635,,13.7730357142857,7.02,
2023-02-22 00:00:00,13.4263333333333,241.417166666667,,11.8895,10.4286666666667,
2023-02-22 01:00:00,14.2625454545455,245.703454545455,,11.8921818181818,11.7572727272727,
2023-02-22 02:00:00,12.6041071428572,233.547678571429,,9.62892857142857,11.9444642857143,
2023-02-22 03:00:00,14.19875,262.5925,,9.99104166666667,15.0435416666667,
2023-02-22 04:00:00,16.6341666666667,305.766458333333,,12.6925,17.06,
2023-02-22 05:00:00,16.4316666666667,363.328333333333,,22.0933333333333,22.175625,
2023-02-22 06:00:00,19.126511627907,374.486976744186,,25.7102325581395,19.8479069767442,
2023-02-22 07:00:00,16.3539130434783,351.638260869565,,30.5434782608696,16.7897826086957,
2023-02-22 08:00:00,12.463,301.01075,,30.412,17.45775,
2023-02-22 09:00:00,11.2936111111111,261.884444444445,,30.3802777777778,13.6808333333333,
2023-02-22 14:00:00,13.4129411764706,263.799705882353,,27.2488235294118,11.2329411764706,
2023-02-22 15:00:00,19.187027027027,356.640810810811,,26.5891891891892,8.8472972972973,
2023-02-22 16:00:00,19.7113725490196,409.465294117647,,27.3827450980392,5.99803921568627,
2023-02-22 17:00:00,15.7597826086957,312.597173913043,,27.2926086956522,8.925,
2023-02-22 18:00:00,15.6661016949153,323.560847457627,,25.8120338983051,9.25016949152543,
